date,PM2.5
2018-06-16,49.0
2018-06-17,62.0
2018-06-18,46.0
2018-06-19,75.0
2018-06-20,46.0
2018-06-21,54.0
2018-06-22,66.0
2018-06-23,81.0
2018-06-24,66.0
2018-06-25,90.0
2018-06-26,89.0
2018-06-27,85.0
2018-06-28,43.0
2018-06-29,35.0
2018-06-30,48.0
2018-07-01,50.0
2018-07-02,45.0
2018-07-03,59.0
2018-07-04,70.0
2018-07-05,83.0
2018-07-06,112.0
2018-07-07,68.0
2018-07-08,71.0
2018-07-09,72.0
2018-07-10,456.0
2018-07-11,109.0
2018-07-12,76.0
2018-07-13,70.0
2018-07-14,71.0
2018-07-15,72.0
2018-07-16,72.0
2018-07-17,67.0
2018-07-18,66.0
2018-07-19,100.0
2018-07-20,67.0
2018-07-21,81.0
2018-07-22,85.0
2018-07-23,85.0
2018-07-24,77.0
2018-07-25,69.0
2018-07-26,76.0
2018-07-27,92.0
2018-07-28,98.0
2018-07-29,72.0
2018-07-30,86.0
2018-07-31,88.0
2018-08-01,
2018-08-02,
2018-08-03,85.0
2018-08-04,90.0
2018-08-05,70.0
2018-08-06,95.0
2018-08-07,58.0
2018-08-08,84.0
2018-08-09,77.0
2018-08-10,70.0
2018-08-11,57.0
2018-08-12,40.0
2018-08-13,44.0
2018-08-14,50.0
2018-08-15,56.0
2018-08-16,42.0
2018-08-17,64.0
2018-08-18,88.0
2018-08-19,77.0
2018-08-20,81.0
2018-08-21,83.0
2018-08-22,88.0
2018-08-23,75.0
2018-08-24,64.0
2018-08-25,82.0
2018-08-26,62.0
2018-08-27,78.0
2018-08-28,76.0
2018-08-29,91.0
2018-08-30,105.0
2018-08-31,90.0
2018-09-01,92.0
2018-09-02,87.0
2018-09-03,105.0
2018-09-04,98.0
2018-09-05,92.0
2018-09-06,91.0
2018-09-07,82.0
2018-09-08,88.0
2018-09-09,86.0
2018-09-10,98.0
2018-09-11,105.0
2018-09-12,84.0
2018-09-13,93.0
2018-09-14,99.0
2018-09-15,
2018-09-16,
2018-09-17,
2018-09-18,118.0
2018-09-19,77.0
2018-09-20,86.0
2018-09-21,95.0
2018-09-22,96.0
2018-09-23,113.0
2018-09-24,88.0
2018-09-25,92.0
2018-09-26,100.0
2018-09-27,106.0
2018-09-28,109.0
2018-09-29,91.0
2018-09-30,92.0
2018-10-01,95.0
2018-10-02,73.0
2018-10-03,77.0
2018-10-04,83.0
2018-10-05,69.0
2018-10-06,75.0
2018-10-07,77.0
2018-10-08,112.0
2018-10-09,107.0
2018-10-10,130.0
2018-10-11,135.0
2018-10-12,150.0
2018-10-13,148.0
2018-10-14,137.0
2018-10-15,117.0
2018-10-16,122.0
2018-10-17,99.0
2018-10-18,309.0
2018-10-19,77.0
2018-10-20,90.0
2018-10-21,117.0
2018-10-22,116.0
2018-10-23,132.0
2018-10-24,124.0
2018-10-25,116.0
2018-10-26,128.0
2018-10-27,91.0
2018-10-28,98.0
2018-10-29,92.0
2018-10-30,103.0
2018-10-31,100.0
2018-11-01,61.0
2018-11-02,50.0
2018-11-03,67.0
2018-11-04,61.0
2018-11-05,69.0
2018-11-06,83.0
2018-11-07,86.0
2018-11-08,103.0
2018-11-09,79.0
2018-11-10,102.0
2018-11-11,107.0
2018-11-12,108.0
2018-11-13,124.0
2018-11-14,121.0
2018-11-15,109.0
2018-11-16,66.0
2018-11-17,107.0
2018-11-18,103.0
2018-11-19,59.0
2018-11-20,69.0
2018-11-21,93.0
2018-11-22,55.0
2018-11-23,75.0
2018-11-24,374.0
2018-11-25,129.0
2018-11-26,141.0
2018-11-27,115.0
2018-11-28,99.0
2018-11-29,94.0
2018-11-30,101.0
2018-12-01,98.0
2018-12-02,72.0
2018-12-03,76.0
2018-12-04,78.0
2018-12-05,286.0
2018-12-06,101.0
2018-12-07,92.0
2018-12-08,130.0
2018-12-09,127.0
2018-12-10,143.0
2018-12-11,157.0
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-15,106.0
2018-12-16,132.0
2018-12-17,152.0
2018-12-18,133.0
2018-12-19,117.0
2018-12-20,103.0
2018-12-21,109.0
2018-12-22,110.0
2018-12-23,89.0
2018-12-24,99.0
2018-12-25,120.0
2018-12-26,112.0
2018-12-27,123.0
2018-12-28,135.0
2018-12-29,139.0
2018-12-30,130.0
2018-12-31,
