date,PM2.5
2018-01-01,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,
2018-01-09,160.0
2018-01-10,122.0
2018-01-11,112.0
2018-01-12,121.0
2018-01-13,126.0
2018-01-14,128.0
2018-01-15,141.0
2018-01-16,140.0
2018-01-17,148.0
2018-01-18,139.0
2018-01-19,179.0
2018-01-20,114.0
2018-01-21,103.0
2018-01-22,114.0
2018-01-23,144.0
2018-01-24,144.0
2018-01-25,133.0
2018-01-26,137.0
2018-01-27,151.0
2018-01-28,141.0
2018-01-29,131.0
2018-01-30,152.0
2018-01-31,147.0
2018-02-01,136.0
2018-02-02,118.0
2018-02-03,107.0
2018-02-04,94.0
2018-02-05,112.0
2018-02-06,123.0
2018-02-07,112.0
2018-02-08,123.0
2018-02-09,124.0
2018-02-10,127.0
2018-02-11,91.0
2018-02-12,
2018-02-13,111.0
2018-02-14,120.0
2018-02-15,122.0
2018-02-16,122.0
2018-02-17,127.0
2018-02-18,111.0
2018-02-19,116.0
2018-02-20,107.0
2018-02-21,134.0
2018-02-22,137.0
2018-02-23,141.0
2018-02-24,114.0
2018-02-25,91.0
2018-02-26,98.0
2018-02-27,98.0
2018-02-28,127.0
2018-03-01,114.0
2018-03-02,122.0
2018-03-03,120.0
2018-03-04,87.0
2018-03-05,117.0
2018-03-06,108.0
2018-03-07,122.0
2018-03-08,137.0
2018-03-09,154.0
2018-03-10,154.0
2018-03-11,
2018-03-12,129.0
2018-03-13,94.0
2018-03-14,108.0
2018-03-15,107.0
2018-03-16,80.0
2018-03-17,162.0
2018-03-18,97.0
2018-03-19,118.0
2018-03-20,149.0
2018-03-21,141.0
2018-03-22,120.0
2018-03-23,128.0
2018-03-24,157.0
2018-03-25,159.0
2018-03-26,156.0
2018-03-27,140.0
2018-03-28,141.0
2018-03-29,150.0
2018-03-30,144.0
2018-03-31,151.0
2018-04-01,134.0
2018-04-02,131.0
2018-04-03,145.0
2018-04-04,147.0
2018-04-05,145.0
2018-04-06,149.0
2018-04-07,147.0
2018-04-08,131.0
2018-04-09,107.0
2018-04-10,112.0
2018-04-11,112.0
2018-04-12,91.0
2018-04-13,99.0
2018-04-14,113.0
2018-04-15,95.0
2018-04-16,116.0
2018-04-17,131.0
2018-04-18,143.0
2018-04-19,122.0
2018-04-20,91.0
2018-04-21,112.0
2018-04-22,90.0
2018-04-23,99.0
2018-04-24,124.0
2018-04-25,123.0
2018-04-26,117.0
2018-04-27,130.0
2018-04-28,130.0
2018-04-29,126.0
2018-04-30,105.0
2018-05-01,105.0
2018-05-02,93.0
2018-05-03,112.0
2018-05-04,123.0
2018-05-05,142.0
2018-05-06,121.0
2018-05-07,111.0
2018-05-08,127.0
2018-05-09,92.0
2018-05-10,74.0
2018-05-11,104.0
2018-05-12,26.0
2018-05-13,60.0
2018-05-14,152.0
2018-05-15,84.0
2018-05-16,101.0
2018-05-17,122.0
2018-05-18,103.0
2018-05-19,131.0
2018-05-20,94.0
2018-05-21,87.0
2018-05-22,91.0
2018-05-23,107.0
2018-05-24,91.0
2018-05-25,145.0
2018-05-26,47.0
2018-05-27,89.0
2018-05-28,89.0
2018-05-29,60.0
2018-05-30,71.0
2018-05-31,74.0
2018-06-01,89.0
2018-06-02,91.0
2018-06-03,79.0
2018-06-04,43.0
2018-06-05,67.0
2018-06-06,65.0
2018-06-07,68.0
2018-06-08,41.0
2018-06-09,53.0
2018-06-10,42.0
2018-06-11,65.0
2018-06-12,77.0
2018-06-13,79.0
2018-06-14,85.0
2018-06-15,168.0
