date,PM2.5
2017-01-01,
2017-01-02,111.0
2017-01-03,73.0
2017-01-04,131.0
2017-01-05,127.0
2017-01-06,139.0
2017-01-07,146.0
2017-01-08,125.0
2017-01-09,129.0
2017-01-10,133.0
2017-01-11,142.0
2017-01-12,150.0
2017-01-13,153.0
2017-01-14,121.0
2017-01-15,107.0
2017-01-16,120.0
2017-01-17,114.0
2017-01-18,117.0
2017-01-19,98.0
2017-01-20,120.0
2017-01-21,112.0
2017-01-22,
2017-01-23,141.0
2017-01-24,139.0
2017-01-25,127.0
2017-01-26,111.0
2017-01-27,107.0
2017-01-28,
2017-01-29,
2017-01-30,148.0
2017-01-31,111.0
2017-02-01,151.0
2017-02-02,149.0
2017-02-03,128.0
2017-02-04,126.0
2017-02-05,114.0
2017-02-06,126.0
2017-02-07,141.0
2017-02-08,134.0
2017-02-09,132.0
2017-02-10,135.0
2017-02-11,120.0
2017-02-12,93.0
2017-02-13,96.0
2017-02-14,109.0
2017-02-15,120.0
2017-02-16,110.0
2017-02-17,134.0
2017-02-18,134.0
2017-02-19,122.0
2017-02-20,141.0
2017-02-21,146.0
2017-02-22,131.0
2017-02-23,145.0
2017-02-24,134.0
2017-02-25,124.0
2017-02-26,114.0
2017-02-27,129.0
2017-02-28,107.0
2017-03-01,133.0
2017-03-02,127.0
2017-03-03,117.0
2017-03-04,124.0
2017-03-05,99.0
2017-03-06,112.0
2017-03-07,111.0
2017-03-08,104.0
2017-03-09,133.0
2017-03-10,119.0
2017-03-11,113.0
2017-03-12,102.0
2017-03-13,148.0
2017-03-14,103.0
2017-03-15,88.0
2017-03-16,113.0
2017-03-17,149.0
2017-03-18,126.0
2017-03-19,127.0
2017-03-20,138.0
2017-03-21,132.0
2017-03-22,142.0
2017-03-23,152.0
2017-03-24,195.0
2017-03-25,147.0
2017-03-26,143.0
2017-03-27,139.0
2017-03-28,181.0
2017-03-29,144.0
2017-03-30,153.0
2017-03-31,165.0
2017-04-01,155.0
2017-04-02,150.0
2017-04-03,154.0
2017-04-04,122.0
2017-04-05,124.0
2017-04-06,115.0
2017-04-07,109.0
2017-04-08,126.0
2017-04-09,105.0
2017-04-10,139.0
2017-04-11,120.0
2017-04-12,
2017-04-13,142.0
2017-04-14,150.0
2017-04-15,157.0
2017-04-16,
2017-04-17,135.0
2017-04-18,125.0
2017-04-19,131.0
2017-04-20,116.0
2017-04-21,103.0
2017-04-22,91.0
2017-04-23,95.0
2017-04-24,119.0
2017-04-25,116.0
2017-04-26,143.0
2017-04-27,140.0
2017-04-28,181.0
2017-04-29,175.0
2017-04-30,
2017-05-01,103.0
2017-05-02,115.0
2017-05-03,154.0
2017-05-04,143.0
2017-05-05,148.0
2017-05-06,163.0
2017-05-07,117.0
2017-05-08,115.0
2017-05-09,158.0
2017-05-10,121.0
2017-05-11,147.0
2017-05-12,148.0
2017-05-13,141.0
2017-05-14,147.0
2017-05-15,105.0
2017-05-16,96.0
2017-05-17,127.0
2017-05-18,132.0
2017-05-19,116.0
2017-05-20,129.0
2017-05-21,104.0
2017-05-22,100.0
2017-05-23,119.0
2017-05-24,113.0
2017-05-25,102.0
2017-05-26,107.0
2017-05-27,86.0
2017-05-28,86.0
2017-05-29,93.0
2017-05-30,107.0
2017-05-31,96.0
2017-06-01,88.0
2017-06-02,91.0
2017-06-03,96.0
2017-06-04,92.0
2017-06-05,103.0
2017-06-06,101.0
2017-06-07,94.0
2017-06-08,84.0
2017-06-09,100.0
2017-06-10,86.0
2017-06-11,74.0
2017-06-12,78.0
2017-06-13,92.0
2017-06-14,87.0
2017-06-15,106.0
2017-06-16,109.0
2017-06-17,108.0
2017-06-18,95.0
2017-06-19,92.0
2017-06-20,97.0
2017-06-21,90.0
2017-06-22,100.0
2017-06-23,100.0
2017-06-24,99.0
2017-06-25,84.0
2017-06-26,97.0
2017-06-27,112.0
2017-06-28,111.0
2017-06-29,110.0
2017-06-30,109.0
2017-07-01,85.0
2017-07-02,91.0
2017-07-03,83.0
2017-07-04,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-08,391.0
2017-07-09,104.0
2017-07-10,102.0
2017-07-11,94.0
2017-07-12,88.0
2017-07-13,96.0
2017-07-14,104.0
2017-07-15,102.0
2017-07-16,85.0
2017-07-17,102.0
2017-07-18,93.0
2017-07-19,84.0
2017-07-20,87.0
2017-07-21,108.0
2017-07-22,89.0
2017-07-23,84.0
2017-07-24,110.0
2017-07-25,120.0
2017-07-26,115.0
2017-07-27,119.0
2017-07-28,102.0
2017-07-29,100.0
2017-07-30,86.0
2017-07-31,95.0
2017-08-01,105.0
2017-08-02,101.0
2017-08-03,96.0
2017-08-04,76.0
2017-08-05,88.0
2017-08-06,77.0
2017-08-07,100.0
2017-08-08,101.0
2017-08-09,108.0
2017-08-10,80.0
2017-08-11,86.0
2017-08-12,
2017-08-13,
2017-08-14,220.0
2017-08-15,81.0
2017-08-16,66.0
2017-08-17,81.0
2017-08-18,85.0
2017-08-19,89.0
2017-08-20,82.0
2017-08-21,84.0
2017-08-22,97.0
2017-08-23,95.0
2017-08-24,124.0
2017-08-25,229.0
2017-08-26,74.0
2017-08-27,63.0
2017-08-28,88.0
2017-08-29,79.0
2017-08-30,96.0
2017-08-31,111.0
2017-09-01,305.0
2017-09-02,210.0
2017-09-03,34.0
2017-09-04,109.0
2017-09-05,53.0
2017-09-06,61.0
2017-09-07,
2017-09-08,
2017-09-09,
2017-09-10,
2017-09-11,
2017-09-12,59.0
2017-09-13,57.0
2017-09-14,55.0
2017-09-15,52.0
2017-09-16,54.0
2017-09-17,47.0
2017-09-18,50.0
2017-09-19,52.0
2017-09-20,54.0
2017-09-21,59.0
2017-09-22,81.0
2017-09-23,81.0
2017-09-24,86.0
2017-09-25,74.0
2017-09-26,74.0
2017-09-27,91.0
2017-09-28,89.0
2017-09-29,82.0
2017-09-30,99.0
2017-10-01,71.0
2017-10-02,77.0
2017-10-03,84.0
2017-10-04,85.0
2017-10-05,88.0
2017-10-06,85.0
2017-10-07,104.0
2017-10-08,54.0
2017-10-09,76.0
2017-10-10,94.0
2017-10-11,81.0
2017-10-12,92.0
2017-10-13,83.0
2017-10-14,114.0
2017-10-15,133.0
2017-10-16,84.0
2017-10-17,112.0
2017-10-18,137.0
2017-10-19,124.0
2017-10-20,138.0
2017-10-21,134.0
2017-10-22,104.0
2017-10-23,112.0
2017-10-24,154.0
2017-10-25,141.0
2017-10-26,120.0
2017-10-27,105.0
2017-10-28,132.0
2017-10-29,161.0
2017-10-30,156.0
2017-10-31,181.0
2017-11-01,146.0
2017-11-02,186.0
2017-11-03,183.0
2017-11-04,148.0
2017-11-05,110.0
2017-11-06,50.0
2017-11-07,91.0
2017-11-08,108.0
2017-11-09,111.0
2017-11-10,127.0
2017-11-11,129.0
2017-11-12,117.0
2017-11-13,121.0
2017-11-14,120.0
2017-11-15,117.0
2017-11-16,134.0
2017-11-17,135.0
2017-11-18,133.0
2017-11-19,131.0
2017-11-20,130.0
2017-11-21,114.0
2017-11-22,147.0
2017-11-23,133.0
2017-11-24,110.0
2017-11-25,
2017-11-26,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-02,
2017-12-03,
2017-12-04,
2017-12-05,
2017-12-06,174.0
2017-12-07,141.0
2017-12-08,181.0
2017-12-09,172.0
2017-12-10,165.0
2017-12-11,150.0
2017-12-12,1.0
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-16,
2017-12-17,
2017-12-18,
2017-12-19,
2017-12-20,
2017-12-21,
2017-12-22,
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2017-12-30,
2017-12-31,
